F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-168.36,98.04,5.91,40.51,Low,-21.22,17661.96,270.6,4.78,-265.47,-71.79,7,-9.24,-2234.7,1432.1,-266.08,15702.57,-5346.87,-40.12,-1288.86,USA,161.88,36.54,-650.54,114.74,-44.54,-5339.35,6,-2643.15,-1276.74,-31667.88,181.61,41.71,45.46,-2376.7,-343.26,443.91
-263.44,51.48,29.79,28.75,Low,69.32,12081.06,163.54,0.1,-381.36,-87.36,5,-20.49,-196.92,2904.06,-226.83,-4372.95,249,-37.64,-1184.44,UK,267.24,41.5,-236.34,106.92,-10.46,1263.16,12,-2402.43,-1388.16,-47524.62,205.51,413.06,37.38,-713.54,-398.7,653
-244.32,64.89,11.28,3.51,Low,26.58,6033.06,218.08,11.4,-322.02,-74.79,2,-18.99,-3066.54,2168.86,-299.57,-2154.78,2758.32,-48.8,-1606.04,Europe,119.94,47.28,-382.52,99.98,-21.8,8369.02,10,-671.76,-1331.23,-35700.3,129.84,74.28,42.54,-2264.3,-274.44,-92.61
-161.28,68.64,28.74,-1.36,High,58.66,13922.32,301.76,99.9,-426.6,-63.87,7,-29.28,-2150.97,2159.18,-197.66,3117.18,4459.41,-41.96,-1254.09,USA,6.39,24.18,270.6,120.13,-23.46,-5946.43,10,-2164.41,-803.06,-38767.41,129.95,75.37,22.64,-2117.46,-361.23,522.06
-186.52,32.01,17.25,19.09,High,-1.48,-811.24,160.64,99.04,-411.6,-76.35,2,-27.54,-2797.56,2080.56,-186.35,2236.86,11523.54,-60,-1485.83,UK,-72.42,44.62,-516.46,59.39,-25.08,-5298.92,6,-1595.52,-1664.28,-26686.53,151.94,594.02,38.52,-2221.4,-325.14,-5.73
-302.5,53.64,12.87,68.94,High,-3.29,12974.52,79.46,2.76,-194.34,-75.42,5,-26.07,-2300.55,1910.62,-227.03,-4348.02,4480.44,-35.72,-826.17,Europe,303.75,46.6,-333.52,108.03,-28.16,121.58,6,-2427.42,-1374.38,-40132.08,181.8,1003.92,32.28,-2920.34,-290.52,1222.45
-293.86,48.87,14.61,30.81,Medium,-15.7,13885.9,270.06,745.3,-277.44,-57.03,3,-24.51,-1610.85,1318.84,-229.05,6616.65,-7588.8,-54.32,-884.36,Europe,88.23,43.86,-283.72,28.79,-34.3,-2663.6,6,-1271.37,-1235.44,-17161.83,110.54,621.27,41.76,-2827.72,-362.46,571.62
-351.74,41.13,8.16,30.28,High,-54.62,14346.44,186.32,1.16,-449.76,-74.46,4,-17.52,-2300.22,3639.06,-243.08,-14665.2,4291.38,-48.9,-1064.25,UK,85.89,45.88,-31.05,57.98,-37.96,-2196.16,12,-1041.48,-1224.99,-22797.75,91.13,179.98,45.34,-1808.58,-274.86,-1057.69
-276.34,38.46,4.08,0.94,Low,41.51,8581.38,216.1,1.6,-327.72,-56.61,6,-22.77,-1730.28,4339.16,-127.88,-11671.62,-1257.06,-52.76,-1326.81,Europe,124.26,52.66,-733.96,187.92,-17.1,21.84,14,-907.11,-624.79,-17291.01,155.9,326.17,19,-3619.96,-276.78,-2685.92
-189.76,48.09,7.65,9.77,Low,83.31,9722.24,205.08,22.9,-463.65,-109.98,5,-30.78,-2256.06,2729.96,-116.48,5697.63,10941.21,-43.02,-1236.03,Rest,23.55,46.94,-162.92,265.21,-23.12,-5678.26,10,-1690.05,-1119.57,-18116.31,140.87,290.72,34.36,-1916.12,-237.9,1062.28
-173.04,38.04,18.9,26.66,Low,21.5,15160.32,152.84,23.28,-422.04,-75.54,6,-14.49,-1368.3,2389.76,-236.66,-5257.77,-208.83,-43.46,-1024.53,USA,17.16,46.5,395.02,62.42,-25.78,-342.64,14,-270.21,-1397.27,-37129.62,121.91,462.28,37.72,-2129.8,-504.42,-37.15
-110.42,45.09,14.61,-2.9,High,69.04,7373.2,172.94,5.74,-382.53,-88.38,5,-28.32,-1403.79,3257.76,-208.99,-12904.56,11498.97,-38,-797.13,Rest,128.22,40.16,-218.04,96.81,-23.88,-84.01,4,-239.82,-1982.83,-22741.65,151.18,843.37,39.46,-2494.58,-205.62,2748.61
-337.74,47.4,11.04,19.32,High,54.04,14775.18,191.52,14.56,-451.41,-74.04,5,-20.28,-1787.58,3567.94,-222.42,17429.34,-58.77,-41.38,-1149.15,UK,42.75,44.94,-185.99,35.86,-23.92,-7321.02,12,-1983.03,-908.34,-30962.07,73.28,200.6,57.02,-1621.82,-118.71,2409.66
-235.5,47.43,6.33,-10.1,Very low,41.18,19175.92,222.08,16.52,-235.86,-81.54,4,-11.91,-3125.94,2142.88,-220.51,-5842.56,16299.99,-46.38,-1449.5,Europe,184.38,43.62,-575.29,100.43,-23.72,-649.86,10,-2438.88,-563.73,-29325.3,109.99,907.46,38.9,-2695.28,-311.91,-468.55
-153.94,26.46,1.77,19.19,Medium,81.8,9362.64,168.86,5.86,-111.48,-79.59,8,-22.56,-1246.26,2094.08,-175.45,-12892.5,9011.55,-43.74,-1054.61,Rest,49.56,49.28,-515.31,93.02,-23.74,495.24,8,63.87,-1107.33,-22554.69,185.09,-81.26,49.48,-1793,-541.32,116.81
-273.12,43.11,14.73,0.92,Very low,76.86,13247.8,4.6,4.76,-240.24,-73.26,4,-28.74,-2003.34,999.58,-255.29,-1207.8,-13742.55,-43.74,-1327.22,Europe,83.37,37.86,-409.01,63.57,-26.1,-635.58,10,-2558.64,-1434.24,-25642.14,139.28,-90.76,45.74,-2858.02,-379.17,-641.62
-199.08,49.56,2.73,35.51,High,2.18,10261.92,213.62,0.58,-301.86,-77.55,5,-16.53,-1182.72,2055.6,-203.45,2756.16,-1478.58,-39.18,-1337.59,UK,87.66,60.58,-440.76,26.58,-26.74,632.77,14,-1046.22,-1564.61,-35065.74,207.29,679.64,37.58,-1547.92,-178.26,1208.78
-115.04,47.49,18.87,-17.43,Very high,26.99,10517.9,149.18,1.12,-301.92,-69.09,2,-10.17,-2073.24,3846.94,-216.94,-1801.2,1529.55,-39.92,-668.2,UK,214.59,46.36,543.67,76.64,-25.66,1301.54,8,-781.29,-1122.86,-33590.64,79.18,984.82,50.34,-2776.36,-273.24,1785.03
-334.74,55.53,8.58,-36.05,Low,32.08,18258.92,117.36,0.58,-360.12,-77.94,3,-12.15,-2621.01,1860.44,-173.83,-7430.97,14518.29,-36.24,-1597.65,Rest,148.95,31.2,-119.48,167.49,-19.84,-1347.09,16,-891.72,-922.24,-44159.58,148.02,350.6,36.98,-1882.56,-173.01,55.11
-293.26,54.84,11.19,35.13,Medium,58.38,13027.92,95.86,0.06,-455.55,-68.61,4,-17.25,-169.83,2214,-227.47,-858.93,12206.91,-37.4,-1124.68,UK,109.65,33.1,112.43,167.96,-27.3,-2845.41,2,-165.66,-1508.72,-31779.21,166.6,456.2,32.56,-2527.9,-311.82,1396.75
-268.44,53.82,24.15,0.74,Very high,103.67,11571.6,171.52,2.6,-288.78,-68.7,4,-24.27,-2990.13,1958.24,-238.05,5711.4,-4185.66,-38.3,-1007.95,Europe,40.44,56.84,-390.36,47.35,-24.58,-876.27,4,-2481.36,-291.1,-32151.33,127.96,395.36,45.62,-2260.14,-133.8,2076.29
-254.4,28.08,2.79,48.09,Very high,4.7,23746.34,34.4,1.56,-265.41,-76.11,8,-34.26,-2275.74,1727.98,-213.49,-2901.72,3678.69,-40.94,-1478.1,Europe,429.57,52.2,-112.65,34.56,-23.94,-3107.64,10,-1483.32,-1161.67,-17130.24,123.41,-240.33,30.78,-1988.8,-75.84,615.44
-192.54,26.67,1.26,29.99,Very low,25.89,9998.78,175.32,5.76,-453.36,-90.33,2,-28.08,-2444.52,2333.84,-208.53,12030.63,5308.32,-58.84,-613.05,Rest,167.04,42.34,121.36,112.83,-33.42,-2461.14,6,-1938.18,-1438.7,-26944.71,141.01,578.92,48.42,-2770.24,-375.6,-144.94
-230.96,54.63,8.13,6.97,Low,20.85,8718.34,143.32,7.82,-304.8,-72.84,5,-40.92,636.6,1182.22,-227.86,-2694.09,-3670.95,-42.32,-1301.8,Europe,133.77,47.98,-406.88,90.37,-37.12,-3087.37,4,-1932.99,-1380.36,-40976.28,112.8,588.99,48.16,-2353.5,-111.06,819.13
-294.88,41.91,35.25,-8.01,Medium,53.23,13562.3,113.3,0.06,-672.45,-63.03,5,-27.03,1699.5,2133.18,-203.78,-5017.92,5193.06,-39,-1450.41,UK,28.29,45,-281.06,43.91,-13.14,2025.38,14,-1543.68,-1717.74,-42779.07,133.8,941.66,39.3,-1376.44,-235.14,-425.46
-226.26,42.12,5.49,-2.26,Medium,35.64,7465.04,176.56,0.72,-822.66,-66.12,3,-15.18,-2354.91,1704.88,-242.48,8219.49,-10184.04,-41.66,-1371.21,UK,61.89,54.28,-595.11,60.07,-24.32,-176.68,6,-986.34,-1452.72,-17855.25,133.98,108.11,36.36,-2043.76,-224.79,1780.71
-261.86,31.14,11.22,16.41,Medium,58.6,23404.6,216.42,0.02,-402.6,-94.47,4,-32.22,-503.61,2094.18,-248.14,-4011.42,3312.78,-40.74,-1271.81,USA,-21.27,43.42,-414.96,118.01,-23.04,2521.25,8,-1622.61,-1633.59,-37257.93,136.29,392.7,38.98,-2137.9,-360.96,21.65
-351.8,45.27,1.2,14.94,Low,59.07,-1277.5,204.24,7.32,-432.45,-74.13,4,-38.04,-4053.72,76.3,-212.21,-1478.58,14855.55,-38.96,-1393.97,Rest,77.46,59.44,-447.19,185.1,-19.36,-4530.98,2,-760.2,-1314.28,-46458.24,145.99,462.5,40.32,-1972.76,-177.24,3416.8
-308.3,35.76,7.56,-2.45,Low,-43.34,4665.9,216.32,30.84,-486.84,-92.94,2,0.99,-1979.13,2041.56,-192.76,9110.25,22900.44,-44.04,-1477.85,Rest,-145.56,41.94,-283.87,84.3,-41.48,-660.42,6,-505.29,-914.44,-22030.95,138.89,-8.62,35.94,-2659.16,-254.76,1682.5
-241.3,21.09,11.04,-30.99,High,78.93,20155.4,152.56,8.78,-439.89,-74.52,3,-15.9,-2776.23,1688.94,-221.3,-18411.66,6419.13,-51.48,-714.47,Rest,102.75,43.68,153.03,40.59,-41.48,-2087.77,10,-2545.68,-913.7,-31527.36,169.01,158.12,15.4,-2692.36,-260.43,-137.83
-215.8,50.28,26.79,33.26,Very high,42.27,4181.48,237.76,3677.9,-424.2,-74.49,5,-23.91,-3229.41,2730.34,-219.84,-9757.65,-1607.85,-36.66,-862.88,Rest,141.03,44.88,-37.09,107.45,-26.18,-82.05,14,-1566.03,-1120.33,-33337.74,209.15,359.1,37.68,-2385.74,-279.09,3368.71
-294.26,45.3,14.67,-14.54,Very low,58.18,21287.58,257.06,0.84,-312.57,-85.68,5,-31.41,-4745.76,1588.76,-186.68,7444.41,617.97,-39,-1593.68,UK,172.59,43.16,-125.25,135.45,-46.88,-6436.39,6,-1699.32,-1199.86,-27179.04,102.81,256.51,47.94,-2003.8,-66.12,815.94
-245.98,40.83,12.39,8.87,Medium,22.57,6675.24,78.7,37.84,-376.2,-65.88,2,-20.28,-5487,972.54,-229.88,-14566.38,-8319.3,-42.08,-1344.36,USA,59.49,51.96,-803.6,93.87,-22.18,-1717.89,4,-2287.41,-960.27,-50302.35,164.83,478.5,40.54,-2244.38,-326.04,733.34
-259.96,48.81,7.44,-9.3,Very low,23.32,21545.06,200.84,60.16,-438.66,-82.86,4,-17.28,-2108.4,2229.34,-241.36,-1404.06,3171.81,-38.84,-1875.66,USA,-27.51,47.12,-453.91,75.66,-21.78,-3196.64,10,-972.84,-948.28,-20695.44,118.11,19.55,35.2,-2281.6,-351.78,314.17
-235.64,54.09,13.98,-18.06,Medium,56.42,16617.44,194.96,0.24,-396.96,-69.75,2,-10.38,-2150.04,1033.44,-256.71,-4727.37,3375.54,-41.78,-1470.75,UK,120.51,56.72,-187.08,85.93,-32.58,-2525.27,10,-675.27,-1621.67,-30000.6,171.59,367.15,39.84,-934.62,-147.15,1618.27
-195.16,47.67,10.89,-8.53,Low,41.63,12637.76,167,2.7,-337.08,-68.64,3,-13.65,-1685.16,2193.42,-178.93,13897.41,4540.11,-53.94,-1443.44,Europe,156.39,39.96,-513.18,157.8,-8.68,3461.2,8,-1880.01,-943.79,-42138.57,81.18,604.54,40.46,-2095.58,-261.42,-46.74
-241.26,50.88,9.21,46.57,Very high,79.22,13478.6,105.3,14.38,-425.61,-86.31,7,-31.62,-1766.97,1149.18,-224,3126.69,990.21,-41.2,-1930.45,UK,120,45.48,287.55,126.84,-26.74,-3792,6,-1848.42,-1003.7,-41254.53,113.5,305.73,28.38,-2339.16,-196.2,2246.86
-181.86,58.89,8.04,30.07,Very low,45.91,22764.42,231.36,0.86,-485.79,-92.97,5,-31.65,-2450.61,2562.92,-234.75,-10947.87,18371.79,-46.48,-862.8,UK,84.06,50.72,-467.95,65.96,-26.82,636.87,10,-3400.74,-793.16,-30221.82,96.46,68.76,52.56,-2290.12,-278.82,-1434.39
-211.66,41.76,16.02,-10.87,Very high,84.46,18333.12,242.5,0.3,-398.28,-53.49,3,-25.65,-3414,2357.08,-251.43,12002.76,1853.67,-41.44,-1198.78,Rest,193.74,37.72,83.7,104.98,-17.22,-517.04,10,-1063.29,-642.57,-23053.35,105.98,270.61,38.76,-1623.6,-200.16,3114.35
-168.58,44.07,11.1,21.7,Very high,30.23,12865.98,194.7,4.72,-552.42,-27.03,5,-16.02,-1788.72,3032.14,-224.51,-195.93,-1916.37,-41.24,-868.88,USA,175.08,46.2,-560.77,84.19,-26.08,-1012.81,8,-1974.6,-1335.61,-42806.61,149.91,538.9,47.88,-1588.66,-274.2,993.73
-208.18,47.73,25.86,-11.06,Very low,56.43,15415.88,167.76,12.72,-638.46,-78,5,-21.99,-2068.41,1954.08,-220.27,-700.62,8816.76,-38.24,-977.14,Rest,142.53,44.78,-91.82,124.07,-23.8,5081.04,10,-2769.27,-1078.6,-32994.78,155.87,569.15,40.42,-1686.54,-365.25,1203.73
-377.32,49.08,3.69,-17.03,Very high,43.32,10748.06,237.8,5.6,-384.9,-79.86,6,-21.18,-5814.54,860.46,-256.08,1423.47,1605.57,-52.38,-1737.34,Rest,-209.76,45.16,-789.22,57.1,-22.98,-6407.86,10,-3110.34,-1996.12,-23566.02,147.97,-7.62,40.1,-2792.26,-197.16,-111.05
-236.1,52.02,5.34,20.32,Low,73.6,14532.04,204.96,0.18,-190.17,-73.17,3,-23.4,-1980.66,1334.2,-268.2,-6661.38,-16876.68,-50.16,-1215.3,USA,153.9,45.16,-444.87,150.53,-29.42,1532.95,4,-1182.27,-1230.6,-36454.8,194.1,329.16,47,-1610.9,-165.63,60.01
-248.7,46.56,9.21,25.95,Very high,-0.42,7680.5,301.08,5.36,-444.48,-101.64,3,-22.02,-2660.1,2499.42,-203.07,16.29,9235.44,-48.58,-845.61,Rest,161.22,47.34,-490.55,197.07,-35.36,-3152.78,10,-1709.85,-1322.19,-45897.78,85.26,645.5,34.8,-2030.9,-271.38,1244.7
-238.48,40.41,3.3,22.25,High,67.26,-443.32,175.86,21.3,-528.93,-90.96,3,-20.55,-1064.25,2754.12,-209.02,16675.83,11365.71,-41.58,-1554.41,Rest,348.48,38.44,287.3,123.99,-27.96,-1497.82,14,-2242.14,-934.97,-45711.99,135.9,349.43,31.84,-2009.08,-205.41,2947.82
-243.68,50.4,6.33,4.96,High,47.43,14250.08,129.9,6.82,-468.03,-87.84,4,-17.43,-4297.68,2793.72,-171.33,-4135.05,536.94,-44.06,-1127.15,USA,-76.05,6.12,-302.64,126.84,-26.82,-4407.67,8,27.09,-1189.01,-40515.96,59.44,324.82,35.26,-1417.46,-319.68,731.22
-171.94,17.43,12.78,39.86,Medium,-5.37,24604.22,157.48,111.94,-179.61,-71.37,4,-19.59,-3586.44,1302.62,-241.11,-4325.67,4453.14,-43.52,-1138.21,Europe,-165.63,46.18,-43.24,34,-22.6,-1575.11,6,604.8,-733.84,-25042.86,157.98,262.9,39.56,-2480.56,-301.35,1060.42
-257.14,39,17.55,-16.53,Very high,9.55,10703.98,179.4,17.82,-506.82,-38.25,3,-16.92,-1057.2,2838.28,-219.86,-6123.42,3761.73,-40.3,-1026.91,Rest,200.31,55.76,-274.76,232.77,-19.88,-3345.01,6,-902.28,-944.51,-35991.24,158.44,311.64,40.04,-2815.56,-69.69,2894.06
-209.44,45.12,24.27,51.43,Medium,0.05,13111.36,255.58,0.74,-335.7,-65.13,2,-21,-1108.86,2590.02,-187.94,-12399.3,5310,-48.78,-1078.15,UK,268.8,48.72,-273.06,71.68,-11.28,-407.5,8,-2317.29,-801.9,-24308.37,127.82,3.44,45.42,-803.74,-390.15,480.08
-211.38,49.41,1.5,16.13,Low,-2.26,12122.9,198.06,113.52,-723.27,-66.78,2,-18.99,-1945.71,1846.52,-199.8,-9618.06,-1161.42,-42.38,-1793.45,Europe,81.75,46.78,411.7,74.39,-25.42,-4692.82,6,-1709.79,-1302.76,-50245.2,153.84,639.67,33.62,-2004.44,-237.6,1426.94
-298.38,49.41,1.56,29.02,High,87.12,19020.22,294.16,86.02,-356.07,-69.96,2,-17.67,-1866.06,309.38,-227.99,-5339.28,4784.07,-45.78,-1700.38,USA,36.6,46.18,59.05,92.01,-23.04,-4336.02,0,-2307.9,-1048.81,-24174.69,131.57,557.9,23.98,-1771.6,-375.63,1569.76
-191.58,58.38,7.29,1.33,Very low,40.08,17972.78,59.22,0.74,-478.53,-82.86,1,-38.16,-2728.47,867.54,-234.79,23720.34,8392.65,-40.68,-747.16,USA,128.4,51.12,-67.38,62.42,-10.46,-5209.85,6,-1394.55,-1231.98,-47255.34,117.87,150.79,40.22,-2111.14,-253.47,707.23
-227.54,79.89,30.48,54.74,Low,-12.19,16346.16,109.68,36.58,-395.13,-80.76,6,-22.08,-2164.41,1731.92,-251.34,-9093.72,8556,-50.42,-1701.28,Europe,116.1,49.46,-232.03,101.93,-21.18,-3913.45,6,-969.75,-1724.46,-40003.86,128.06,109.07,33.8,-1363.2,-155.94,273
-338.06,62.31,12.39,-34.23,Very high,-18.77,5930.54,252.18,92.56,-138.03,-84.69,4,-27.06,-2617.08,3135.08,-214.85,-9713.46,7019.79,-40.16,-1301.57,Europe,202.95,46.48,-43.17,67.92,-21.6,-993.17,0,495.27,-1179.91,-29949.96,132.59,-44.89,30,-2634.78,-164.64,2185.95
-314.3,46.14,8.46,19.9,Very high,26.74,14908.88,169.48,181.84,-378.48,-117.45,3,-18.87,-15.72,2822.74,-203.7,-60.24,-2251.71,-42.52,-1403.6,Europe,89.64,38.36,120.74,108.16,-24.76,-3652.23,14,-1659.57,-1213.16,-18601.26,119.83,637.49,38.58,-1881.1,-255.18,1617.22
-210.16,38.55,13.95,14.73,Very low,53.4,12618.54,243.18,0.34,-173.16,-74.43,3,-21.69,-2868.9,3563.96,-265.63,-6638.67,-213.39,-43.76,-1297.93,USA,132.63,49.28,293.06,90.78,-48.76,1664.28,8,-1586.7,-876.15,-32586.87,161.06,217.31,46.44,-3132.06,-331.11,-192.95
-214.28,35.64,20.4,15.99,Very low,36.41,14510.86,91.88,3.12,-395.67,-71.04,4,-19.68,-2481.63,2094.92,-184.73,-18749.4,5481.99,-39.62,-1476.04,Europe,127.11,36.7,-122.75,100.74,-15.8,-3159.86,12,-883.86,-1592.26,-27848.85,89.19,387.06,41.08,-2009.12,-276.12,-360.79
-181.52,40.47,7.74,-7.04,Low,22.59,7389.12,228.26,2.62,-217.56,-73.11,5,-33.06,-2956.47,2304.64,-117.98,-7686.42,11062.83,-37.7,-1246.35,Europe,348.84,48.4,61.84,24.67,-28.22,-2755.12,6,-2676.87,-972.93,-36034.74,148.16,550.14,37.3,-1204.56,-316.47,1498.51
-259.42,65.88,10.41,-40.84,Very high,137.39,22170.28,177.08,0,-127.95,-81.87,4,-24.06,-2636.31,2095.16,-185.72,5401.92,-2440.53,-39.96,-1409.27,Rest,121.17,33.26,-115.14,147.87,-39.72,-3683.49,14,-1563.33,-682.67,-30602.46,126.66,331.53,36.56,-2231.5,-336.63,46.44
-158.48,37.35,10.35,-31.2,Very low,60.94,4953.7,160.76,0,-233.64,-73.2,3,-16.29,-1806.27,951.22,-196.22,-3944.22,608.67,-36.9,-1147.9,Europe,29.85,41.66,649.97,113.65,-14.8,-1200.09,4,-1247.25,-1030.53,-21890.4,159.67,552.06,27.94,-3231.2,-343.38,-487.92
-148.84,42.9,15.78,18.12,Medium,105.88,11540.76,180.1,18.16,-388.71,-77.82,5,-17.34,-3288.06,1347.44,-235.46,6957.09,5166.84,-42.24,-1390.29,USA,126,35.62,-90.7,115.28,-25.12,4818.5,6,-1631.76,-1342.47,-34690.56,82.24,111.38,33.34,-2843.46,-255.72,391.13
-278.96,34.35,6.72,13.79,Medium,43.02,15645.34,157.4,4.66,-376.32,-77.01,3,-11.55,-2027.88,2816.6,-192.68,2892.48,-12179.34,-48.78,-1389.04,Europe,300.36,53.86,-304.35,54.67,-21.14,-5802.18,12,-1518.54,-612.13,-25493.01,121.79,723.73,37.9,-3001.68,-353.4,-492.94
-328.48,43.92,17.85,14.13,Medium,51.02,21845.44,115.94,1.74,-413.49,-82.5,3,-3.39,-2508.03,2306,-237.33,7799.01,17076.78,-37.5,-1679.64,Rest,148.14,38.02,-413.09,100.67,-29.58,-5160.61,4,-2552.43,-1202.17,-32771.61,103.85,481.67,39.02,-2610.2,-402.15,3154.46
-249.66,40.95,28.56,-22.22,High,-37.25,10856.7,191.6,0.06,-454.2,-86.01,4,-17.07,26.1,2275.14,-191.62,8431.71,17652.84,-42.08,-989.08,USA,-246.54,33.72,-338.81,213.35,5.34,-6357.16,4,-769.56,-1248.55,-29232.3,136.37,474.8,35.14,-1779.44,-397.29,670.41
-178.88,48.33,5.91,2.59,Very low,96.7,13169.3,138.6,0.04,-221.55,-74.1,5,-27.18,-1621.26,2397.5,-245.44,-9507.06,-2423.97,-42.12,-1476.19,Rest,207.03,44.72,13.37,130.53,-53.66,-2614.08,4,-1045.83,-1353.84,-26501.64,147.59,-279.79,31.32,-2218.96,-316.11,-121.99
-224,32.43,6.21,29.34,High,136.85,17282.5,188.1,1.14,-396.81,-61.35,3,-27.81,-2811.3,2151.6,-231.27,-3597.45,-4043.73,-38.42,-1352.43,Europe,16.05,44.74,-192.57,85.52,-20.34,-3441.11,10,-1994.19,-1360.14,-34396.35,190.31,237.64,35.6,-2498.1,-237.48,796.14
-278.22,38.4,7.98,18.38,Very low,-10.03,11191.64,109.12,36.68,-408.69,-54.69,2,-22.32,-1541.01,1809.56,-216.33,-9425.28,17094.87,-46.68,-1160.46,Rest,69.48,56.5,316.08,35.57,-23.74,-5481.44,4,-1943.79,-1155.25,-40859.55,89.31,507.44,45.62,-1428.2,-318.03,2164.07
-239.06,46.2,3.09,57.62,Very low,45.67,17492.96,99.96,0.08,33.21,-61.95,3,-43.35,-4290,2494.1,-247.13,-1581.63,1108.83,-41.42,-720.64,UK,130.14,43.78,-396.93,133.94,-18.16,-1361.19,10,-1469.1,-187.73,-48873.93,125.48,361.32,35.3,-1406.98,-268.86,-397.56
-279.3,49.92,6.6,28.99,Very low,-26.7,9014.48,143.28,0.04,-465.36,-116.28,3,-12.06,-2158.62,2697.82,-275.77,-4128.96,7668,-40.16,-1128.72,Rest,306.48,49.46,163.12,114.22,-25.96,-3491.16,8,616.56,-546.66,-45773.64,155.37,222.77,33.6,-766.54,-426.72,852.47
-253.96,48.9,27.06,35.71,High,43.77,19459.84,264.96,13.74,-318.12,-73.47,3,-31.89,-3229.86,2635.08,-215.59,-14595.18,2550.18,-40.88,-1340.88,Rest,304.95,50.4,-95.58,8.59,-53.94,-4.15,12,-1731.3,-1001.18,-34952.67,122.26,521.63,33.06,-2281.04,-242.91,633.37
-192.34,90.54,6.75,-23.74,Medium,61.41,11319.18,175.6,1.38,-441.78,-82.26,3,-28.68,-3550.26,4074.24,-238.84,-4442.64,12309.69,-40.68,-1232.07,Europe,153.81,42.14,-68.41,92.31,-13.6,-178.64,4,-2152.62,-1023.71,-49115.46,136.28,543.51,25.8,-1950.66,-363.18,1388.54
-302.4,42.48,2.82,58.14,Very high,29.8,6610.46,232.02,2.72,-405.39,-75.57,2,-18.12,-4034.76,2220.16,-189.05,26301.12,5146.17,-51.3,-1445.41,USA,155.97,39.3,29.39,159.1,-19.66,-3537.92,4,-2159.49,-458.93,-40784.55,135.61,155.52,42.5,-2756.94,-134.19,707.14
-401.96,40.8,26.88,6.42,Medium,52.12,10169.82,188.32,1.74,-120.6,-50.31,7,-21.18,-1545.66,1974.7,-197.02,-13802.79,-169.17,-39.9,-1494.63,UK,23.07,44.26,-256.09,2.78,-31.46,-1395.52,14,1355.34,-785.6,-39165,140.69,-26.53,38,-2399.28,-326.7,-1307.75
-196.76,45.63,9.66,27.4,Very high,10.74,9336.76,160.62,17.04,-314.13,-74.46,4,-22.71,-1458.27,3177.54,-206.68,-11380.77,11197.26,-37.88,-1140.45,USA,76.23,45,-446.63,1.37,-28.06,-9201.04,10,-1593.3,-690.36,-29292.06,207.35,-126.72,34.84,-1757.56,-432.09,900.86
-242.94,43.26,3,12.48,Very high,57.72,12840.22,67.62,0,-447.63,-54.12,4,-21.54,-1373.31,1253.9,-226.43,-9566.01,-3281.04,-44.52,-1025.23,Europe,51.87,66,313.97,106.17,-23.32,-5434.93,2,-639.42,-1514.61,-39184.68,106.72,280.35,46.66,-2049.6,-89.94,460.49
-228.86,36.03,21.3,24.89,Medium,58.55,11290.48,211.22,7.1,-293.7,-89.19,4,-29.13,-3462.66,3936.18,-231.94,1524.09,-1841.04,-44.78,-1207.27,USA,61.02,39.06,-504.69,96.98,-29,440.94,6,-184.26,-1050.24,-33495.42,124.57,61.4,29.04,-1899.66,-213.69,483.4
-145.64,51.96,15.9,80.5,High,35.61,2623.24,208.02,0.04,-297.06,-74.31,2,-35.61,-2935.41,2072.56,-157.11,-10795.5,4120.53,-37.34,-1143.25,Rest,42.69,45.58,-319.14,120.3,-22.72,-3456.38,12,-565.68,-1432.65,-44090.46,176.17,854.85,38.02,-1087.4,-445.95,2108.39
-222.32,45.75,2.61,-18.65,High,93.61,9235,146.76,0.22,-328.83,-79.08,3,-26.64,-2375.28,1970.88,-240.43,-2412.18,15251.73,-35.66,-1486.95,USA,-181.32,47.58,-23.2,104.8,-29.24,-1167.18,4,-514.71,-1319.47,-49557.48,150.65,171.17,44.84,-1710.52,-251.82,1181.12
-239.94,48.9,18.81,10.72,Medium,101.65,362.94,162.76,0.02,-353.43,-56.91,4,-13.26,122.67,2119.5,-165.33,-19236.3,7592.64,-38.28,-1361.52,Rest,110.1,45.54,41.88,65.8,-41.06,-3084.52,12,-1972.83,-984.11,-36810.27,161.13,147.57,39.7,-1981.36,-234.27,-134.3
-229.46,55.95,22.08,19.56,Low,30.99,18162.14,101.84,0.1,-545.46,-121.86,7,-10.56,-1853.1,2177.72,-227.97,8791.32,18752.55,-43.34,-827.11,USA,190.17,42.54,-580.12,104.56,-6.02,-2568.87,4,364.2,-1451.75,-30410.52,79.5,582.5,41.18,-2203.4,-340.29,105.75
-200.86,53.34,21.9,36.76,Very low,67.29,4077.34,282.98,0.16,-434.91,-60.48,5,4.05,-2776.53,2652.64,-242.56,4344.03,6393.03,-43.88,-913.67,UK,358.38,54.66,-116.95,108.49,-24.68,-5478.85,8,-387.84,-1013.05,-21450.21,121.44,595.53,34.48,-2602.52,-325.86,-1269.41
-218.08,30.99,21.3,-17.9,Very low,-35.2,10099.28,153.72,12.16,-448.14,-67.14,2,-12.45,-2332.14,2004.84,-201.63,11491.08,14361.9,-43.66,-1543.18,UK,278.52,45.32,315.16,109.05,-27.02,-6821.85,14,-1091.88,-793.87,-36285.09,114.42,105.38,48.9,-3044.98,-339.9,-1151.57
